KO	gene	gene_name	EC_name	pathway	superpathway
K21465	pbpA	penicillin-binding protein A	NA	Peptidoglycan biosynthesis	Glycan biosynthesis and metabolism
K21466	pbpH	penicillin-binding protein H	NA	Peptidoglycan biosynthesis	Glycan biosynthesis and metabolism
K05364	pbpA	penicillin-binding protein A	NA	Peptidoglycan biosynthesis	Glycan biosynthesis and metabolism
K07258	dacC	serine-type D-Ala-D-Ala carboxypeptidase (penicillin-binding protein 5/6)	EC:3.4.16.4	Peptidoglycan biosynthesis	Glycan biosynthesis and metabolism
K07259	dacB	serine-type D-Ala-D-Ala carboxypeptidase/endopeptidase (penicillin-binding protein 4)	EC:3.4.16.4 3.4.21.-	Peptidoglycan biosynthesis	Glycan biosynthesis and metabolism
K21469	pbp4b	serine-type D-Ala-D-Ala carboxypeptidase	EC:3.4.16.4	Peptidoglycan biosynthesis	Glycan biosynthesis and metabolism
K07260	vanY	zinc D-Ala-D-Ala carboxypeptidase	EC:3.4.17.14	Peptidoglycan biosynthesis	Glycan biosynthesis and metabolism
K18866	vanXY	zinc D-Ala-D-Ala dipeptidase/carboxypeptidase	EC:3.4.13.22 3.4.17.14	Peptidoglycan biosynthesis	Glycan biosynthesis and metabolism
K05362	murE	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate-L-lysine ligase	EC:6.3.2.7	Peptidoglycan biosynthesis	Glycan biosynthesis and metabolism
K23393	murT	lipid II isoglutaminyl synthase (glutamine-hydrolysing)	EC:6.3.5.13	Peptidoglycan biosynthesis	Glycan biosynthesis and metabolism
K07009	gatD	lipid II isoglutaminyl synthase (glutamine-hydrolysing)	EC:6.3.5.13	Peptidoglycan biosynthesis	Glycan biosynthesis and metabolism
K11693	femX	peptidoglycan pentaglycine glycine transferase (the first glycine)	EC:2.3.2.16	Peptidoglycan biosynthesis	Glycan biosynthesis and metabolism
K11694	femA	peptidoglycan pentaglycine glycine transferase (the second and third glycine)	EC:2.3.2.17	Peptidoglycan biosynthesis	Glycan biosynthesis and metabolism
K11695	femB	peptidoglycan pentaglycine glycine transferase (the fourth and fifth glycine)	EC:2.3.2.18	Peptidoglycan biosynthesis	Glycan biosynthesis and metabolism
K12551	sgtA	monofunctional glycosyltransferase	EC:2.4.1.129	Peptidoglycan biosynthesis	Glycan biosynthesis and metabolism
K04478	sgtB	monofunctional glycosyltransferase	EC:2.4.1.129	Peptidoglycan biosynthesis	Glycan biosynthesis and metabolism
K12552	pbpA	penicillin-binding protein 1	EC:3.4.-.-	Peptidoglycan biosynthesis	Glycan biosynthesis and metabolism
K12553	pbp3	penicillin-binding protein 3	EC:3.4.-.-	Peptidoglycan biosynthesis	Glycan biosynthesis and metabolism
K02545	mecA	penicillin-binding protein 2 prime	EC:3.4.16.4	Peptidoglycan biosynthesis	Glycan biosynthesis and metabolism
K05363	murM	serine/alanine adding enzyme	EC:2.3.2.10	Peptidoglycan biosynthesis	Glycan biosynthesis and metabolism
K12554	murN	alanine adding enzyme	EC:2.3.2.-	Peptidoglycan biosynthesis	Glycan biosynthesis and metabolism
K03693	pbp1b	penicillin-binding protein 1B	NA	Peptidoglycan biosynthesis	Glycan biosynthesis and metabolism
K00687	pbp2B	penicillin-binding protein 2B	NA	Peptidoglycan biosynthesis	Glycan biosynthesis and metabolism
K12556	pbp2X	penicillin-binding protein 2X	NA	Peptidoglycan biosynthesis	Glycan biosynthesis and metabolism
K01186	NEU1	sialidase-1	EC:3.2.1.18	Other glycan degradation	Glycan biosynthesis and metabolism
K23550	nanH	sialidase	EC:3.2.1.18	Other glycan degradation	Glycan biosynthesis and metabolism
K01190	lacZ	beta-galactosidase	EC:3.2.1.23	Other glycan degradation	Glycan biosynthesis and metabolism
K12111	ebgA	evolved beta-galactosidase subunit alpha	EC:3.2.1.23	Other glycan degradation	Glycan biosynthesis and metabolism
K12112	ebgC	evolved beta-galactosidase subunit beta	NA	Other glycan degradation	Glycan biosynthesis and metabolism
K12373	HEXA_B	hexosaminidase	EC:3.2.1.52	Other glycan degradation	Glycan biosynthesis and metabolism
K14459	HEX	hexosaminidase	EC:3.2.1.52	Other glycan degradation	Glycan biosynthesis and metabolism
K01191	MAN2C1	alpha-mannosidase	EC:3.2.1.24	Other glycan degradation	Glycan biosynthesis and metabolism
K01192	E3.2.1.25	beta-mannosidase	EC:3.2.1.25	Other glycan degradation	Glycan biosynthesis and metabolism
K23989	lytD	mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase	EC:3.2.1.96	Other glycan degradation	Glycan biosynthesis and metabolism
K13714	atl	bifunctional autolysin	EC:3.5.1.28 3.2.1.96	Other glycan degradation	Glycan biosynthesis and metabolism
K01206	FUCA	alpha-L-fucosidase	EC:3.2.1.51	Other glycan degradation	Glycan biosynthesis and metabolism
K15923	AXY8	alpha-L-fucosidase 2	EC:3.2.1.51	Other glycan degradation	Glycan biosynthesis and metabolism
K01444	AGA	N4-(beta-N-acetylglucosaminyl)-L-asparaginase	EC:3.5.1.26	Other glycan degradation	Glycan biosynthesis and metabolism
K01201	GBA	glucosylceramidase	EC:3.2.1.45	Other glycan degradation	Glycan biosynthesis and metabolism
K17108	GBA2	non-lysosomal glucosylceramidase	EC:3.2.1.45	Other glycan degradation	Glycan biosynthesis and metabolism
K08256	pimA	phosphatidyl-myo-inositol alpha-mannosyltransferase	EC:2.4.1.345	Lipoarabinomannan (LAM) biosynthesis	Glycan biosynthesis and metabolism
K13668	pimB	phosphatidyl-myo-inositol dimannoside synthase	EC:2.4.1.346	Lipoarabinomannan (LAM) biosynthesis	Glycan biosynthesis and metabolism
K22311	ptfP1	phosphatidylinositol dimannoside acyltransferase	EC:2.3.1.265	Lipoarabinomannan (LAM) biosynthesis	Glycan biosynthesis and metabolism
K14335	pimC	alpha-1,6-mannosyltransferase	EC:2.4.1.-	Lipoarabinomannan (LAM) biosynthesis	Glycan biosynthesis and metabolism
K13669	pimE	alpha-1,2-mannosyltransferase	EC:2.4.1.-	Lipoarabinomannan (LAM) biosynthesis	Glycan biosynthesis and metabolism
K14340	K14340	mannosyltransferase	EC:2.4.1.-	Lipoarabinomannan (LAM) biosynthesis	Glycan biosynthesis and metabolism
K14337	mptA	alpha-1,6-mannosyltransferase	EC:2.4.1.-	Lipoarabinomannan (LAM) biosynthesis	Glycan biosynthesis and metabolism
K14339	mptB	alpha-1,6-mannosyltransferase	EC:2.4.1.-	Lipoarabinomannan (LAM) biosynthesis	Glycan biosynthesis and metabolism
K13671	K13671	alpha-1,2-mannosyltransferase	EC:2.4.1.-	Lipoarabinomannan (LAM) biosynthesis	Glycan biosynthesis and metabolism
K11387	embC	arabinosyltransferase C	EC:2.4.2.-	Lipoarabinomannan (LAM) biosynthesis	Glycan biosynthesis and metabolism
K13687	aftB	arabinofuranosyltransferase	EC:2.4.2.-	Lipoarabinomannan (LAM) biosynthesis	Glycan biosynthesis and metabolism
K16647	aftC	arabinofuranan 3-O-arabinosyltransferase	EC:2.4.2.47	Lipoarabinomannan (LAM) biosynthesis	Glycan biosynthesis and metabolism
K16648	aftD	arabinofuranan 3-O-arabinosyltransferase	EC:2.4.2.-	Lipoarabinomannan (LAM) biosynthesis	Glycan biosynthesis and metabolism
K02851	wecA	UDP-GlcNAc:undecaprenyl-phosphate/decaprenyl-phosphate GlcNAc-1-phosphate transferase	EC:2.7.8.33 2.7.8.35	Arabinogalactan biosynthesis - Mycobacterium	Glycan biosynthesis and metabolism
K16870	wbbL	N-acetylglucosaminyl-diphospho-decaprenol L-rhamnosyltransferase	EC:2.4.1.289	Arabinogalactan biosynthesis - Mycobacterium	Glycan biosynthesis and metabolism
K16649	glft1	rhamnopyranosyl-N-acetylglucosaminyl-diphospho-decaprenol beta-1,3/1,4-galactofuranosyltransferase	EC:2.4.1.287	Arabinogalactan biosynthesis - Mycobacterium	Glycan biosynthesis and metabolism
K16650	glft2	galactofuranosylgalactofuranosylrhamnosyl-N-acetylglucosaminyl-diphospho-decaprenol beta-1,5/1,6-galactofuranosyltransferase	EC:2.4.1.288	Arabinogalactan biosynthesis - Mycobacterium	Glycan biosynthesis and metabolism
K13686	aftA	galactan 5-O-arabinofuranosyltransferase	EC:2.4.2.46	Arabinogalactan biosynthesis - Mycobacterium	Glycan biosynthesis and metabolism
K13687	aftB	arabinofuranosyltransferase	EC:2.4.2.-	Arabinogalactan biosynthesis - Mycobacterium	Glycan biosynthesis and metabolism
K16647	aftC	arabinofuranan 3-O-arabinosyltransferase	EC:2.4.2.47	Arabinogalactan biosynthesis - Mycobacterium	Glycan biosynthesis and metabolism
K11385	embA	arabinosyltransferase A	EC:2.4.2.-	Arabinogalactan biosynthesis - Mycobacterium	Glycan biosynthesis and metabolism
K11386	embB	arabinosyltransferase B	EC:2.4.2.-	Arabinogalactan biosynthesis - Mycobacterium	Glycan biosynthesis and metabolism
K16648	aftD	arabinofuranan 3-O-arabinosyltransferase	EC:2.4.2.-	Arabinogalactan biosynthesis - Mycobacterium	Glycan biosynthesis and metabolism
K18851	fbp	diacylglycerol O-acyltransferase / trehalose O-mycolyltransferase	EC:2.3.1.20 2.3.1.122	Arabinogalactan biosynthesis - Mycobacterium	Glycan biosynthesis and metabolism
K22902	K22902	D-galactosaminyltransferase	NA	Arabinogalactan biosynthesis - Mycobacterium	Glycan biosynthesis and metabolism
K03147	thiC	phosphomethylpyrimidine synthase	EC:4.1.99.17	Thiamine metabolism	Metabolism of cofactors and vitamins
K00941	thiD	hydroxymethylpyrimidine/phosphomethylpyrimidine kinase	EC:2.7.1.49 2.7.4.7	Thiamine metabolism	Metabolism of cofactors and vitamins
K14153	thiDE	hydroxymethylpyrimidine kinase / phosphomethylpyrimidine kinase / thiamine-phosphate diphosphorylase	EC:2.7.1.49 2.7.4.7 2.5.1.3	Thiamine metabolism	Metabolism of cofactors and vitamins
K21219	thiDN	hydroxymethylpyrimidine kinase / phosphomethylpyrimidine kinase / thiamine-phosphate diphosphorylase	EC:2.7.1.49 2.7.4.7 2.5.1.3	Thiamine metabolism	Metabolism of cofactors and vitamins
K03148	thiF	sulfur carrier protein ThiS adenylyltransferase	EC:2.7.7.73	Thiamine metabolism	Metabolism of cofactors and vitamins
K04487	iscS	cysteine desulfurase	EC:2.8.1.7	Thiamine metabolism	Metabolism of cofactors and vitamins
K03151	thiI	tRNA uracil 4-sulfurtransferase	EC:2.8.1.4	Thiamine metabolism	Metabolism of cofactors and vitamins
K03150	thiH	2-iminoacetate synthase	EC:4.1.99.19	Thiamine metabolism	Metabolism of cofactors and vitamins
K03153	thiO	glycine oxidase	EC:1.4.3.19	Thiamine metabolism	Metabolism of cofactors and vitamins
K01662	dxs	1-deoxy-D-xylulose-5-phosphate synthase	EC:2.2.1.7	Thiamine metabolism	Metabolism of cofactors and vitamins
K03149	thiG	thiazole synthase	EC:2.8.1.10	Thiamine metabolism	Metabolism of cofactors and vitamins
K10810	tenI	thiazole tautomerase (transcriptional regulator TenI)	EC:5.3.99.10	Thiamine metabolism	Metabolism of cofactors and vitamins
K22699	thi4	sulfide-dependent adenosine diphosphate thiazole synthase	EC:2.4.2.59	Thiamine metabolism	Metabolism of cofactors and vitamins
K00878	thiM	hydroxyethylthiazole kinase	EC:2.7.1.50	Thiamine metabolism	Metabolism of cofactors and vitamins
K00788	thiE	thiamine-phosphate pyrophosphorylase	EC:2.5.1.3	Thiamine metabolism	Metabolism of cofactors and vitamins
K00946	thiL	thiamine-monophosphate kinase	EC:2.7.4.16	Thiamine metabolism	Metabolism of cofactors and vitamins
K06928	NTPCR	nucleoside-triphosphatase	EC:3.6.1.15	Thiamine metabolism	Metabolism of cofactors and vitamins
K06949	rsgA	ribosome biogenesis GTPase / thiamine phosphate phosphatase	EC:3.6.1.- 3.1.3.100	Thiamine metabolism	Metabolism of cofactors and vitamins
K01077	E3.1.3.1	alkaline phosphatase	EC:3.1.3.1	Thiamine metabolism	Metabolism of cofactors and vitamins
K01078	PHO	acid phosphatase	EC:3.1.3.2	Thiamine metabolism	Metabolism of cofactors and vitamins
K07251	thiK	thiamine kinase	EC:2.7.1.89	Thiamine metabolism	Metabolism of cofactors and vitamins
K00949	thiN	thiamine pyrophosphokinase	EC:2.7.6.2	Thiamine metabolism	Metabolism of cofactors and vitamins
K00939	adk	adenylate kinase	EC:2.7.4.3	Thiamine metabolism	Metabolism of cofactors and vitamins
K05307	THTPA	thiamine-triphosphatase	EC:3.6.1.28	Thiamine metabolism	Metabolism of cofactors and vitamins
K10811	E2.5.1.2	thiamine pyridinylase	EC:2.5.1.2	Thiamine metabolism	Metabolism of cofactors and vitamins
K03707	tenA	thiaminase (transcriptional activator TenA)	EC:3.5.99.2	Thiamine metabolism	Metabolism of cofactors and vitamins
K20895	ylmB	formylaminopyrimidine deformylase	EC:3.5.1.-	Thiamine metabolism	Metabolism of cofactors and vitamins
K20896	TENA_E	formylaminopyrimidine deformylase / aminopyrimidine aminohydrolase	EC:3.5.1.- 3.5.99.-	Thiamine metabolism	Metabolism of cofactors and vitamins
K01497	ribA	GTP cyclohydrolase II	EC:3.5.4.25	Riboflavin metabolism	Metabolism of cofactors and vitamins
K14652	ribBA	3,4-dihydroxy 2-butanone 4-phosphate synthase / GTP cyclohydrolase II	EC:4.1.99.12 3.5.4.25	Riboflavin metabolism	Metabolism of cofactors and vitamins
K08096	gch3	GTP cyclohydrolase IIa	EC:3.5.4.29	Riboflavin metabolism	Metabolism of cofactors and vitamins
K14653	arfB	2-amino-5-formylamino-6-ribosylaminopyrimidin-4(3H)-one 5'-monophosphate deformylase	EC:3.5.1.102	Riboflavin metabolism	Metabolism of cofactors and vitamins
K01498	ribD1	diaminohydroxyphosphoribosylaminopyrimidine deaminase	EC:3.5.4.26	Riboflavin metabolism	Metabolism of cofactors and vitamins
K00082	ribD2	5-amino-6-(5-phosphoribosylamino)uracil reductase	EC:1.1.1.193	Riboflavin metabolism	Metabolism of cofactors and vitamins
K11752	ribD	diaminohydroxyphosphoribosylaminopyrimidine deaminase / 5-amino-6-(5-phosphoribosylamino)uracil reductase	EC:3.5.4.26 1.1.1.193	Riboflavin metabolism	Metabolism of cofactors and vitamins
K14654	RIB7	2,5-diamino-6-(ribosylamino)-4(3H)-pyrimidinone 5'-phosphate reductase	EC:1.1.1.302	Riboflavin metabolism	Metabolism of cofactors and vitamins
K22912	PYRP2	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase	EC:3.1.3.104	Riboflavin metabolism	Metabolism of cofactors and vitamins
K20860	FHY1	FMN hydrolase / 5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase	EC:3.1.3.102 3.1.3.104	Riboflavin metabolism	Metabolism of cofactors and vitamins
K20861	ybjI	FMN hydrolase / 5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase	EC:3.1.3.102 3.1.3.104	Riboflavin metabolism	Metabolism of cofactors and vitamins
K20862	yigB	FMN hydrolase / 5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase	EC:3.1.3.102 3.1.3.104	Riboflavin metabolism	Metabolism of cofactors and vitamins
K21063	K21063	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase	EC:3.1.3.104	Riboflavin metabolism	Metabolism of cofactors and vitamins
K21064	ycsE	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase	EC:3.1.3.104	Riboflavin metabolism	Metabolism of cofactors and vitamins
K02858	ribB	3,4-dihydroxy 2-butanone 4-phosphate synthase	EC:4.1.99.12	Riboflavin metabolism	Metabolism of cofactors and vitamins
K00794	ribH	6,7-dimethyl-8-ribityllumazine synthase	EC:2.5.1.78	Riboflavin metabolism	Metabolism of cofactors and vitamins
K00793	ribE	riboflavin synthase	EC:2.5.1.9	Riboflavin metabolism	Metabolism of cofactors and vitamins
K00861	RFK	riboflavin kinase	EC:2.7.1.26	Riboflavin metabolism	Metabolism of cofactors and vitamins
K20884	FHY	riboflavin kinase / FMN hydrolase	EC:2.7.1.26 3.1.3.102	Riboflavin metabolism	Metabolism of cofactors and vitamins
K11753	ribF	riboflavin kinase / FMN adenylyltransferase	EC:2.7.1.26 2.7.7.2	Riboflavin metabolism	Metabolism of cofactors and vitamins
K07732	rfk	riboflavin kinase, archaea type	EC:2.7.1.161	Riboflavin metabolism	Metabolism of cofactors and vitamins
K01078	PHO	acid phosphatase	EC:3.1.3.2	Riboflavin metabolism	Metabolism of cofactors and vitamins
K01093	appA	4-phytase / acid phosphatase	EC:3.1.3.26 3.1.3.2	Riboflavin metabolism	Metabolism of cofactors and vitamins
K03788	aphA	acid phosphatase (class B)	EC:3.1.3.2	Riboflavin metabolism	Metabolism of cofactors and vitamins
K09474	phoN	acid phosphatase (class A)	EC:3.1.3.2	Riboflavin metabolism	Metabolism of cofactors and vitamins
K14379	ACP5	tartrate-resistant acid phosphatase type 5	EC:3.1.3.2	Riboflavin metabolism	Metabolism of cofactors and vitamins
K14410	ACP2	lysosomal acid phosphatase	EC:3.1.3.2	Riboflavin metabolism	Metabolism of cofactors and vitamins
K14656	ribL	FAD synthetase	EC:2.7.7.2	Riboflavin metabolism	Metabolism of cofactors and vitamins
K00484	hpaC	flavin reductase (NADH)	EC:1.5.1.36	Riboflavin metabolism	Metabolism of cofactors and vitamins
K22393	nfr1	flavin reductase (NADH) subunit 1	EC:1.5.1.36	Riboflavin metabolism	Metabolism of cofactors and vitamins
K22394	nfr2	flavin reductase (NADH) subunit 2	EC:1.5.1.36	Riboflavin metabolism	Metabolism of cofactors and vitamins
K23470	C1-hpah	4-hydroxyphenylacetate 3-hydroxylase, reductase component	EC:1.5.1.36	Riboflavin metabolism	Metabolism of cofactors and vitamins
K05368	fre	aquacobalamin reductase / NAD(P)H-flavin reductase	EC:1.16.1.3 1.5.1.41	Riboflavin metabolism	Metabolism of cofactors and vitamins
K23462	tgnA	flavin-dependent trigonelline monooxygenase, reductase component	EC:1.5.1.36	Riboflavin metabolism	Metabolism of cofactors and vitamins
K00299	ssuE	FMN reductase	EC:1.5.1.38	Riboflavin metabolism	Metabolism of cofactors and vitamins
K19285	nfrA1	FMN reductase (NADPH)	EC:1.5.1.38	Riboflavin metabolism	Metabolism of cofactors and vitamins
K19286	nfrA2	FMN reductase	NAD(P)H	Riboflavin metabolism	Metabolism of cofactors and vitamins
K20146	ntaB	nitrilotriacetate monooxygenase reductase component	EC:1.5.1.42	Riboflavin metabolism	Metabolism of cofactors and vitamins
K04719	bluB	5,6-dimethylbenzimidazole synthase	EC:1.13.11.79	Riboflavin metabolism	Metabolism of cofactors and vitamins
K15245	tftC	chlorophenol-4-monooxygenase component 1	EC:1.5.1.37	Riboflavin metabolism	Metabolism of cofactors and vitamins
K16902	E1.5.1.45	FAD reductase	NAD(P)H	Riboflavin metabolism	Metabolism of cofactors and vitamins
K00275	pdxH	pyridoxamine 5'-phosphate oxidase	EC:1.4.3.5	Vitamin B6 metabolism	Metabolism of cofactors and vitamins
K00868	pdxK	pyridoxine kinase	EC:2.7.1.35	Vitamin B6 metabolism	Metabolism of cofactors and vitamins
K05275	E1.1.1.65	pyridoxine 4-dehydrogenase	EC:1.1.1.65	Vitamin B6 metabolism	Metabolism of cofactors and vitamins
K03472	epd	D-erythrose 4-phosphate dehydrogenase	EC:1.2.1.72	Vitamin B6 metabolism	Metabolism of cofactors and vitamins
K03473	pdxB	erythronate-4-phosphate dehydrogenase	EC:1.1.1.290	Vitamin B6 metabolism	Metabolism of cofactors and vitamins
K00831	serC	phosphoserine aminotransferase	EC:2.6.1.52	Vitamin B6 metabolism	Metabolism of cofactors and vitamins
K00097	pdxA	4-hydroxythreonine-4-phosphate dehydrogenase	EC:1.1.1.262	Vitamin B6 metabolism	Metabolism of cofactors and vitamins
K03474	pdxJ	pyridoxine 5-phosphate synthase	EC:2.6.99.2	Vitamin B6 metabolism	Metabolism of cofactors and vitamins
K01733	thrC	threonine synthase	EC:4.2.3.1	Vitamin B6 metabolism	Metabolism of cofactors and vitamins
K06215	pdxS	pyridoxal 5'-phosphate synthase pdxS subunit	EC:4.3.3.6	Vitamin B6 metabolism	Metabolism of cofactors and vitamins
K08681	pdxT	5'-phosphate synthase pdxT subunit	EC:4.3.3.6	Vitamin B6 metabolism	Metabolism of cofactors and vitamins
K18607	pno	pyridoxine 4-oxidase	EC:1.1.3.12	Vitamin B6 metabolism	Metabolism of cofactors and vitamins
K18608	ppaT	pyridoxamine---pyruvate transaminase	EC:2.6.1.30	Vitamin B6 metabolism	Metabolism of cofactors and vitamins
K18609	pldh	pyridoxal 4-dehydrogenase	EC:1.1.1.107	Vitamin B6 metabolism	Metabolism of cofactors and vitamins
K18610	pdla	4-pyridoxolactonase	EC:3.1.1.27	Vitamin B6 metabolism	Metabolism of cofactors and vitamins
K18611	K18611	4-pyridoxate dehydrogenase	EC:1.1.99.42	Vitamin B6 metabolism	Metabolism of cofactors and vitamins
K18612	E1.2.1.100	5-formyl-3-hydroxy-2-methylpyridine 4-carboxylic acid 5-dehydrogenase	EC:1.2.1.100	Vitamin B6 metabolism	Metabolism of cofactors and vitamins
K18613	K18613	3-hydroxy-2-methylpyridine-4,5-dicarboxylate 4-decarboxylase	EC:4.1.1.51	Vitamin B6 metabolism	Metabolism of cofactors and vitamins
K18071	mhpco	2-methyl-3-hydroxypyridine 5-carboxylic acid dioxygenase	EC:1.14.13.242	Vitamin B6 metabolism	Metabolism of cofactors and vitamins
K18614	K18614	2-(acetamidomethylene)succinate hydrolase	EC:3.5.1.29	Vitamin B6 metabolism	Metabolism of cofactors and vitamins
